3.88914 chr3L:6114764-6115763 l(3)mbn (7455) Ets65A;l(3)mbn;l(3)mbn;Lcp65Ag3;Cpr65Au; 1 0 0 0 0 
3.88914 chr2R:4954788-4955787 ana (2318) CG8197;ana;ana;CG8083;CG8083; 1 0 0 0 0 
3.88914 chr3L:18971771-18972770 CG14075 (6790) CG32204;CG6836;CG14075;CG11619;CG34256; 1 0 0 0 0 
3.88914 chrX:1311296-1312295 futsch (-2962) futsch;futsch;futsch;Gr2a;CG14785; 1 0 0 0 0 
3.88914 chr3L:5702640-5703639 NA (>10000) sif;sif;sif;DnaJ-1;Ubp64E; 1 0 0 0 0 
3.88914 chr3L:18987453-18988452 CG18135 (140) CG34256;CG18135;CG18135;CG18135;CG18135; 1 0 0 0 0 
3.88914 chr2L:80823-81822 CG11374 (-3997) galectin;galectin;CG11374;net;CG11376; 1 0 0 0 0 
3.88914 chr3L:5695256-5696255 sif (-7264) sif;sif;sif;DnaJ-1;Ubp64E; 1 0 0 0 0 
3.88914 chr3L:14962577-14963576 Tom (370) CG13465;BobA;Tom;Brd;Ocho; 1 0 0 0 0 
3.88914 chr3L:5684040-5685039 sif (987) sif;sif;sif;sif;DnaJ-1; 1 0 0 0 0 
3.88914 chrX:1379976-1380975 sta (-2030) sta;sta;sta;Nmdar2;Nmdar2; 1 0 0 0 0 
3.88914 chr3R:22596001-22597000 NA (>10000) CG6403;CG14247;CG42789;CG42790;Tl; 1 0 0 0 0 
3.88914 chr2L:10096857-10097856 CG34109 (-2269) CG31714;CG13133;CG34109;CG13135;CG42843; 1 0 0 0 0 
3.88914 chr3L:19104109-19105108 CG14082 (-23) Gem2;CG14082;CG14082;Spn75F;fz2; 1 0 0 0 0 
3.88914 chr2R:5168860-5169859 Pkn (4242) Pkn;Pkn;Pkn;CG2063;CG1968; 1 0 0 0 0 
3.88914 chr3L:5658381-5659380 sif (3039) sif;sif;sif;sif;sif; 1 0 0 0 0 
3.88914 chr2R:5184127-5185126 Drep-2 (-933) Drep-2;Drep-2;Drep-2;Myd88;Or45a; 1 0 0 0 0 
3.88914 chr3R:8643815-8644814 CG31345 (-564) CG5999;beat-Vc;CG31345;beat-Va;beat-Va; 1 0 0 0 0 
3.88914 chr2R:5190730-5191729 Myd88 (5951) Drep-2;Drep-2;Myd88;Or45a;CG13739; 1 0 0 0 0 
3.88914 chr3R:8651900-8652899 CG31345 (-8649) CG5999;beat-Vc;CG31345;beat-Va;beat-Va; 1 0 0 0 0 
3.88914 chrX:14793496-14794495 CG9514 (-2075) CG9518;CG9517;CG9514;CG9512;CG9509; 1 0 0 0 0 
3.88914 chrX:1438693-1439692 NA (>10000) CG14795;CG32810;br;br;br; 1 0 0 0 0 
3.88914 chr2L:13226865-13227864 CG15480 (-1159) CG16812;CG15480;CG16813;CG16815;Prosalpha6T; 1 0 0 0 0 
3.88914 chr3R:8483202-8484201 CG6225 (-2403) CG6753;CG6234;CG6225;CG14395;CG14395; 1 0 0 0 0 
3.88914 chrX:15131190-15132189 CG9101 (-6782) CG43076;CG9101;PPYR1;CG9106;CG9106; 1 0 0 0 0 
3.88914 chr2L:13377817-13378816 CG9302 (1229) CG9305;CG6565;CG9302;beta'Cop;loqs; 1 0 0 0 0 
3.88914 chr3R:22777666-22778665 CG6330 (1809) CG14252;CG18472;CG6330;CG6330;Tsp97E; 1 0 0 0 0 
3.88914 chr3R:8499590-8500589 CG6188 (1241) CG14395;CG14395;CG6188;mbo;Cyp313a4; 1 0 0 0 0 
3.88914 chr3L:19253131-19254130 nes (1148) mRpL21;rept;nes;Bet1;CG42374; 1 0 0 0 0 
3.88914 chr2L:993561-994560 NA (>10000) GluRIIC;CG4341;CG4375;CG4375;CG4415; 1 0 0 0 0 
3.88914 chr2L:10187144-10188143 CG31874 (4852) CG4839;CG13137;CG31874;Sur;Ripalpha; 1 0 0 0 0 
3.88914 chrX:1248622-1249621 CG11417 (-46) CG11418;CG12773;CG11417;png;CG14770; 1 0 0 0 0 
3.88914 chrX:1279898-1280897 CG32813 (-2807) CG32813;CG32813;CG32813;CG32813;CG11448; 1 0 0 0 0 
3.88914 chr3L:5857886-5858885 CG5568 (7216) vn;vn;CG5568;CG18586;CG13287; 1 0 0 0 0 
3.88914 chr2R:4877057-4878056 CG8213 (-3494) babo;CG8216;CG8213;CG34350;CG34350; 1 0 0 0 0 
3.88914 chr2L:13321977-13322976 CG16970 (9623) CG15639;CG16970;CG16970;CG16826;CG9395; 1 0 0 0 0 
3.88914 chr3L:5839842-5840841 vn (-578) mad2;vn;vn;CG5568;CG18586; 1 0 0 0 0 
3.88914 chrX:15064225-15065224 CG15028 (5840) RpL37a;CG9095;CG15028;CG15029;CG32588; 1 0 0 0 0 
3.88914 chr3R:22725576-22726575 NA (>10000) ro;T48;Ets97D;sda;sda; 1 0 0 0 0 
3.88914 chr2R:4893840-4894839 CG34350 (-718) CG8213;CG34350;CG34350;CG8172;CG8172; 1 0 0 0 0 
3.88914 chrX:6128687-6129686 CG14445 (3163) CG14446;CG14446;CG14445;Rbcn-3A;Spx; 1 0 0 0 0 
3.88914 chr2R:4914295-4915294 CG8170 (4751) CG13747;CG8170;CG8170;Ance-4;CG8193; 1 0 0 0 0 
3.88914 chr2R:4938260-4939259 CG8193 (-5547) CG8170;Ance-4;CG8193;CG13743;CG8197; 1 0 0 0 0 
3.88914 chr3R:8592949-8593948 NA (>10000) CG5724;CG5999;beat-Vc;CG31345;beat-Va; 1 0 0 0 0 
3.88914 chrX:15022676-15023675 drd (-2388) CG9072;Cyp4s3;drd;RpL37a;CG9095; 1 0 0 0 0 
3.88914 chr3R:7539422-7540421 CG14720 (-1421) CG14718;I-t;CG14720;CG12594;CG14721; 1 0 0 0 0 
3.88914 chr2L:13695616-13696615 NA (>10000) ics;CG18507;CG7311;CG31814;CG9014; 1 0 0 0 0 
3.88914 chrX:2882351-2883350 NA (>10000) CG3603;kirre;rst;CG4116;kirre; 1 0 0 0 0 
3.88914 chrX:5696703-5697702 Cpr5C (2507) CG15767;CG12239;Cpr5C;Prosbeta2R1;CG15766; 1 0 0 0 0 
3.88914 chrX:5772959-5773958 CG3016 (1407) CG3033;mof;CG3016;CG16721;Act5C; 1 0 0 0 0 
3.88914 chr2L:13633782-13634781 ics (9078) kuz;CG9254;ics;CG18507;CG7311; 1 0 0 0 0 
3.88914 chr3L:6864344-6865343 NA (>10000) vvl;vvl;Prat2;Prat2;CG14820; 1 0 0 0 0 
3.88914 chr3L:18343241-18344240 NA (>10000) CG5103;CG13700;grim;rpr;skl; 1 0 0 0 0 
3.88914 chr3R:1154867-1155866 l(3)82Fd (-4801) l(3)82Fd;l(3)82Fd;l(3)82Fd;l(3)82Fd;l(3)82Fd; 1 0 0 0 0 
3.88914 chrX:2873365-2874364 rst (-5000) CG3603;kirre;rst;CG4116;kirre; 1 0 0 0 0 
3.88914 chrX:804495-805494 CG14632 (-1141) CG42248;CG11663;CG14632;CG3711;MED22; 1 0 0 0 0 
3.88914 chr3R:23278585-23279584 NA (>10000) side;side;CG13978;Cyp6a18;Gr98a; 1 0 0 0 0 
3.88914 chr3R:7644026-7645025 glo (1267) ClC-a;ClC-a;glo;CoVa;glo; 1 0 0 0 0 
3.88914 chr2L:10672992-10673991 CG17104 (4878) CG17098;CG31871;CG17104;CG17105;CG17107; 1 0 0 0 0 
3.88914 chr3L:19955515-19956514 CG42263 (-6116) CG42655;CG42654;CG42263;CG14182;CG17732; 1 0 0 0 0 
3.88914 chrX:833932-834931 CG3704 (1402) TRAM;TRAM;CG3704;mus81;CG3703; 1 0 0 0 0 
3.88914 chr2R:3643628-3644627 CG30497 (3093) CG18812;CG30497;CG30497;CG30497;cn; 1 0 0 0 0 
3.88914 chr3R:7766249-7767248 CG14731 (-8765) Cad87A;CG14731;CG31211;Hsp70Aa;Hsp70Ab; 1 0 0 0 0 
3.88914 chr2R:3645868-3646867 CG30497 (853) CG18812;CG30497;CG30497;CG30497;cn; 1 0 0 0 0 
3.88914 chr3L:6820480-6821479 NA (>10000) CG32392;vvl;vvl;Prat2;Prat2; 1 0 0 0 0 
3.88914 chr3L:6819191-6820190 NA (>10000) CG32392;vvl;vvl;Prat2;Prat2; 1 0 0 0 0 
3.88914 chr2L:3101972-3102971 toc (6670) toc;toc;toc;PpD6;toc; 1 0 0 0 0 
3.88914 chr3L:7129329-7130328 melt (-1211) Dbi;Dbi;melt;corn;corn; 1 0 0 0 0 
3.88914 chr2R:3030360-3031359 Spn43Aa (5343) Cyp9b1;Cyp9b2;Spn43Aa;CG12828;pk; 1 0 0 0 0 
3.88914 chrX:581005-582004 sdk (368) sdk;sdk;sdk;CG13362;CG13361; 1 0 0 0 0 
3.88914 chr3L:7069780-7070779 CG34030 (-933) CG32391;CG34030;CG8641;Cpr65Ea;Cpr65Eb; 1 0 0 0 0 
3.88914 chrX:16404615-16405614 NA (>10000) CG34015;Rbp2;CG9906;para;para; 1 0 0 0 0 
3.88914 chrX:19984268-19985267 fd19B (2650) D2R;CG9570;fd19B;Or19b;CG42581; 1 0 0 0 0 
3.88914 chr3L:7043329-7044328 mp (-1139) mp;CG17744;mp;CG14823;CG32391; 1 0 0 0 0 
3.88914 chrX:5665431-5666430 CG3097 (-119) MAPk-Ak2;CG42699;CG3097;CG42264;CG3108; 1 0 0 0 0 
3.88914 chr2R:3249749-3250748 NA (>10000) Dscam-RCA;Dscam-RCB;Dscam-RCC;cos;CG11107; 1 0 0 0 0 
3.88914 chr3R:7296877-7297876 CG17230 (-7019) PGRP-LB;PGRP-LB;CG17230;dpr5;dpr5; 1 0 0 0 0 
3.88914 chrX:651553-652552 CG5254 (-832) CG13361;CG5254;CG5273;CG5273;RpL22; 1 0 0 0 0 
3.88914 chr3L:7023703-7024702 CG17744 (-3309) mp;mp;CG17744;mp;CG14823; 1 0 0 0 0 
3.88914 chr3L:14578989-14579988 NA (>10000) Lk;CG42758;HGTX;HGTX;shd; 1 0 0 0 0 
3.88914 chr3L:18252616-18253615 CheA75a (-6928) W;CG7320;CheA75a;CG5103;CG13700; 1 0 0 0 0 
3.88914 chr2L:2790668-2791667 Syt1 (3101) CG2862;CG15399;Syt1;Syt1;Syt1; 1 0 0 0 0 
3.88914 chr2R:3252641-3253640 NA (>10000) Dscam-RCA;Dscam-RCB;Dscam-RCC;cos;CG11107; 1 0 0 0 0 
3.88914 chr3R:23445763-23446762 Tusp (-6256) Tusp;Tusp;CG5612;CG5611;Mtl; 1 0 0 0 0 
3.88914 chr3R:1322118-1323117 CG31547 (3118) CG31550;CG31550;CG31547;CG31547;Itp-r83A; 1 0 0 0 0 
3.88914 chr3L:20512380-20513379 CG5059 (652) CG5059;CG5059;CG5059;mTerf3;CG5104; 1 0 0 0 0 
3.88914 chrX:5679791-5680790 CG3108 (-3642) CG42264;CG3108;CG15767;CG12239;Cpr5C; 1 0 0 0 0 
3.88914 chrX:684890-685889 CG13360 (-268) fz3;tw;CG13360;CG16989;Rbf; 1 0 0 0 0 
3.88914 chr3R:1278164-1279163 NA (>10000) CG14669;CG12147;PEK;RpL35A;CG12162; 1 0 0 0 0 
3.88914 chrX:15616344-15617343 CG8184 (-7696) CG9281;CG15601;CG8184;CG8191;CG12379; 1 0 0 0 0 
3.88914 chr3L:6503942-6504941 NA (>10000) CG10144;sfl;sfl;CG32396;CG18769; 1 0 0 0 0 
3.88914 chr2R:3962706-3963705 lig (-4872) lig;lig;Vps28;slv;sut1; 1 0 0 0 0 
3.88914 chr2R:3978750-3979749 CG8713 (953) sut2;sut3;CG8713;CG8712;CG11210; 1 0 0 0 0 
3.88914 chr3R:8013742-8014741 CG4810 (7491) Cpn;Cpn;CG4810;CG3809;CG4830; 1 0 0 0 0 
3.88914 chr3L:18432760-18433759 skl (777) grim;rpr;skl;CG32196;CG4306; 1 0 0 0 0 
3.88914 chr2L:10572780-10573779 CG6138 (-4990) CG6138;w-cup;w-cup;CG34160;CG34161; 1 0 0 0 0 
3.88914 chr3L:6471324-6472323 NA (>10000) CG13300;CG42747;CG10147;CG8270;CG10144; 1 0 0 0 0 
3.88914 chr3L:6444302-6445301 NA (>10000) CG13300;CG42747;CG10147;CG8270;CG10144; 1 0 0 0 0 
3.88914 chr2L:250115-251114 kis (1180) CG13693;kis;kis;Rpp30;CG17075; 1 0 0 0 0 
3.88914 chr3L:6395934-6396933 CG42747 (-1742) Sfp65A;CG13300;CG42747;CG10147;CG8270; 1 0 0 0 0 
3.88914 chr2L:3407277-3408276 CG8840 (3833) CG42460;CG34175;CG8840;CG31952;pgant2; 1 0 0 0 0 
3.88914 chr3L:6386121-6387120 CG42747 (8071) Sfp65A;CG13300;CG42747;CG10147;CG8270; 1 0 0 0 0 
3.88914 chr2L:3449791-3450790 CG2774 (395) pgant2;CG2772;CG2774;CG12795;Cog3; 1 0 0 0 0 
3.88914 chr2L:15702406-15703405 CG31827 (3330) CG4587;CG31780;CG31827;CG4587;CycE; 1 0 0 0 0 
3.88914 chr3L:6366995-6367994 NA (>10000) Or65c;Sfp65A;CG13300;CG42747;CG10147; 1 0 0 0 0 
3.88914 chr3L:6356268-6357267 NA (>10000) Or65c;Sfp65A;CG13300;CG42747;CG10147; 1 0 0 0 0 
3.88914 chr3L:19489798-19490797 CG9449 (-219) CG32212;CG9449;CG9449;CG9451;CG9452; 1 0 0 0 0 
3.88914 chr3L:6346885-6347884 CG13300 (-895) Or65c;Sfp65A;CG13300;CG42747;CG10147; 1 0 0 0 0 
3.88914 chr2L:13467777-13468776 CG42810 (-7504) CG42809;CG42810;CG42784;CG42784;CG42784; 1 0 0 0 0 
3.88914 chr3L:6344422-6345421 Sfp65A (-546) Or65c;Sfp65A;CG13300;CG42747;CG10147; 1 0 0 0 0 
3.88914 chr2R:4140982-4141981 CG14760 (1279) pnut;pnut;CG14760;CG30369;CG14759; 1 0 0 0 0 
3.88914 chrX:16223994-16224993 CG9919 (1279) CG32579;CalpC;CG9919;CG9921;Dsp1; 1 0 0 0 0 
3.88914 chr3R:23267523-23268522 NA (>10000) side;side;CG13978;Cyp6a18;Gr98a; 1 0 0 0 0 
3.88914 chr3L:18378879-18379878 NA (>10000) CG13700;grim;rpr;skl;CG32196; 1 0 0 0 0 
3.88914 chr3L:6780260-6781259 vvl (3492) CG32392;CG32392;vvl;vvl;Prat2; 1 0 0 0 0 
3.88914 chr3L:6776279-6777278 vvl (7473) CG32392;CG32392;vvl;vvl;Prat2; 1 0 0 0 0 
3.88914 chr3L:19805966-19806965 Cyp305a1 (957) CG14104;Kap-alpha1;Cyp305a1;cyc;Fibp; 1 0 0 0 0 
3.88914 chrX:15835821-15836820 CG8924 (-209) Stim;Stim;CG8924;CG8928;mmd; 1 0 0 0 0 
3.88914 chr3R:23251516-23252515 side (-6769) CG42534;side;side;CG13978;Cyp6a18; 1 0 0 0 0 
3.88914 chr3L:6712413-6713412 ple (711) CG8519;ple;ple;dikar;dikar; 1 0 0 0 0 
3.88914 chr3L:6705285-6706284 CG8519 (-6819) CG8519;ple;ple;dikar;dikar; 1 0 0 0 0 
3.88914 chr3L:6703589-6704588 CG8519 (-5123) SP1173;SP1173;CG8519;ple;ple; 1 0 0 0 0 
3.88914 chrX:15717894-15718893 sd (-5204) sd;sd;sd;Chc;Chc; 1 0 0 0 0 
3.88914 chr3L:6691988-6692987 SP1173 (5110) Gr65a;SP1173;SP1173;SP1173;CG8519; 1 0 0 0 0 
3.88914 chr2R:3906232-3907231 CG14762 (-4473) Odc1;Odc2;CG14762;Optix;Optix; 1 0 0 0 0 
3.88914 chr2R:3915402-3916401 Optix (4236) Odc2;CG14762;Optix;Optix;CG12769; 1 0 0 0 0 
3.88914 chr3L:19661941-19662940 tey (-4678) CG8786;Oat;tey;CG8765;CG8765; 1 0 0 0 0 
3.88914 chr2L:3342748-3343747 E23 (-3801) CG3285;CG15408;E23;E23;E23; 1 0 0 0 0 
3.88914 chr3L:19660836-19661835 tey (-3573) CG8786;Oat;tey;CG8765;CG8765; 1 0 0 0 0 
3.88914 chr3L:6527943-6528942 CG32396 (-3614) sfl;sfl;CG32396;CG18769;CG18769; 1 0 0 0 0 
3.88914 chr3R:26536001-26537000 CG31010 (-3686) CG12069;Pka-C2;CG31010;CG1340;CG11313; 1 0 0 0 0 
3.88914 chr3R:7980571-7981570 dpr15 (4246) dpr17;CG4702;dpr15;Cpn;Cpn; 1 0 0 0 0 
3.88914 chr2L:13521052-13522051 CG33640 (7289) CG42784;CG42784;CG33640;CG33641;CG33642; 1 0 0 0 0 
3.88914 chr3R:27145575-27146574 CG34347 (-8179) CG15555;CG11340;CG34347;gskt;CG1607; 1 0 0 0 0 
3.88914 chr3L:15357758-15358757 NA (>10000) Toll-6;Toll-6;Toll-6;CG33259;CG7804; 1 0 0 0 0 
3.88914 chr3L:12228496-12229495 NA (>10000) CG11529;Adk1;CG5626;app;app; 1 0 0 0 0 
3.88914 chr3L:12224334-12225333 NA (>10000) CG11529;Adk1;CG5626;app;app; 1 0 0 0 0 
3.88914 chr2L:12639044-12640043 NA (>10000) ref2;nub;pdm2;CG15485;pdm2; 1 0 0 0 0 
3.88914 chr3L:16048067-16049066 Mbs (-2401) Mbs;Mbs;Mbs;Mbs;Mbs; 1 0 0 0 0 
3.88914 chrX:20572414-20573413 run (-6446) hydra;run;run;CG1324;CG15452; 1 0 0 0 0 
3.88914 chr3L:12223044-12224043 NA (>10000) CG11529;Adk1;CG5626;app;app; 1 0 0 0 0 
3.88914 chr2L:856223-857222 CG13949 (-386) CG4291;kraken;CG13949;CG13950;aru; 1 0 0 0 0 
3.88914 chr2L:17871260-17872259 NA (>10000) CadN;CG42830;CadN2;CG43271;CG5674; 1 0 0 0 0 
3.88914 chr2L:11883031-11884030 Pde1c (-8073) Mal-B2;CG42751;Pde1c;Pde1c;Pde1c; 1 0 0 0 0 
3.88914 chr2L:17878169-17879168 NA (>10000) CadN;CG42830;CadN2;CG43271;CG5674; 1 0 0 0 0 
3.88914 chr2L:11877754-11878753 Pde1c (-2796) Mal-B2;CG42751;Pde1c;Pde1c;Pde1c; 1 0 0 0 0 
3.88914 chr3L:12166779-12167778 Rh7 (2303) eap;CG9760;Rh7;CAH2;CG6910; 1 0 0 0 0 
3.88914 chr3L:12143380-12144379 eap (-507) Nrx-IV;Nrx-IV;eap;CG9760;Rh7; 1 0 0 0 0 
3.88914 chr2L:17920897-17921896 CG43271 (-5374) CG42830;CadN2;CG43271;CG5674;CG5674; 1 0 0 0 0 
3.88914 chr3L:14108184-14109183 Sox21a (-6466) Fbp1;Fbp1;Sox21a;Sox21b;D; 1 0 0 0 0 
3.88914 chr3R:3451727-3452726 NA (>10000) alpha-Est2;alpha-Est1;CG34127;Nlg1;Nlg1; 1 0 0 0 0 
3.88914 chr3R:3453864-3454863 NA (>10000) alpha-Est2;alpha-Est1;CG34127;Nlg1;Nlg1; 1 0 0 0 0 
3.88914 chr3L:12042393-12043392 CG6793 (-6383) CG6928;CG6793;rols;rols;rols; 1 0 0 0 0 
3.88914 chr2L:1557871-1558870 haf (-2212) Or22a;Or22b;haf;CG10869;CG31935; 1 0 0 0 0 
3.88914 chr3L:11959181-11960180 prc (550) CG11570;CG43294;prc;Muc68E;CG42397; 1 0 0 0 0 
3.88914 chr2L:15319168-15320167 nht (233) ms(2)35Ci;CG15262;nht;esg;CG15258; 1 0 0 0 0 
3.88914 chr2L:17634716-17635715 CG43054 (-6357) Sytalpha;CG15147;CG43054;CG43231;CadN; 1 0 0 0 0 
3.88914 chr3L:12437015-12438014 NA (>10000) CG32103;Gap69C;toe;eyg;eyg; 1 0 0 0 0 
3.88914 chrX:18550703-18551702 CG6659 (1064) CG6617;Ing3;CG6659;CG6659;fu; 1 0 0 0 0 
3.88914 chr3R:25362445-25363444 NA (>10000) Trc8;CG2014;Dr;CG7567;CG11470; 1 0 0 0 0 
3.88914 chrX:20450446-20451445 CG42580 (-4595) RunxB;RunxB;CG42580;RunxA;Cyp6v1; 1 0 0 0 0 
3.88914 chr3R:1953598-1954597 Vha14-2 (-4717) Obp83ef;Obp83g;Vha14-2;CG31559;CG1077; 1 0 0 0 0 
3.88914 chr3R:26881863-26882862 l(3)03670 (-1729) Aph-4;Aph-4;l(3)03670;dco;dco; 1 0 0 0 0 
3.88914 chr3R:25357595-25358594 NA (>10000) Trc8;Trc8;CG2014;Dr;CG7567; 1 0 0 0 0 
3.88914 chr3R:2829003-2830002 Antp (-3553) Antp;Antp;Antp;Sodh-1;CG1979; 1 0 0 0 0 
3.88914 chrX:3873808-3874807 CG6414 (-7927) lva;CG6428;CG6414;CG43284;CG43284; 1 0 0 0 0 
3.88914 chr3L:12325245-12326244 CG32105 (-2409) CG10426;CG4328;CG32105;CG10418;GRHRII; 1 0 0 0 0 
3.88914 chr2L:17724302-17725301 NA (>10000) CG15147;CG43054;CG43231;CadN;CadN; 1 0 0 0 0 
3.88914 chr3R:3011526-3012525 CG10055 (1349) sas;sas;CG10055;lap;lap; 1 0 0 0 0 
3.88914 chr2L:17730066-17731065 NA (>10000) CadN;CadN;CadN;CG42830;CadN2; 1 0 0 0 0 
3.88914 chr3L:12304616-12305615 NA (>10000) CG4300;CG10426;CG4328;CG32105;CG10418; 1 0 0 0 0 
3.88914 chr3R:3050768-3051767 CG14608 (-132) CG14606;CG14605;CG14608;CG14607;CG1234; 1 0 0 0 0 
3.88914 chr3R:3107078-3108077 rn (-3377) CG10032;rn;RacGAP84C;rn;CG42544; 1 0 0 0 0 
3.88914 chr3R:3249592-3250591 wa-cup (-2605) CG31544;CG34023;wa-cup;CG14598;CG1142; 1 0 0 0 0 
3.88914 chr2L:16448030-16449029 Idgf2 (-166) Idgf2;Idgf2;CG5888;Idgf3;Idgf3; 1 0 0 0 0 
3.88914 chr3R:27140119-27141118 CG34347 (-2723) CG15555;CG11340;CG34347;gskt;CG1607; 1 0 0 0 0 
3.88914 chr2L:17800449-17801448 NA (>10000) CadN;CadN;CG42830;CadN2;CG43271; 1 0 0 0 0 
3.88914 chr3L:22584494-22585493 NA (>10000) CG11404;Trxr-2;CG14459;CG6914;CG33766; 1 0 0 0 0 
3.88914 chrX:3966159-3967158 CG43284 (6290) CG6414;CG43284;CG43284;CG15376;CG6379; 1 0 0 0 0 
3.88914 chr3L:11388863-11389862 CG11726 (-573) CG6163;CG42755;CG11726;CG7560;CG6149; 1 0 0 0 0 
3.88914 chrX:20575539-20576538 run (-9571) hydra;run;run;CG1324;CG15452; 1 0 0 0 0 
3.88914 chr3R:3975993-3976992 NA (>10000) CG7878;CG9667;Gie;grn;CheA84a; 1 0 0 0 0 
3.88914 chr3R:3979686-3980685 NA (>10000) CG9667;Gie;grn;CheA84a;CG7800; 1 0 0 0 0 
3.88914 chr3L:22477447-22478446 CG11425 (-9052) CG11437;CG11426;CG11425;CG43312;CG43331; 1 0 0 0 0 
3.88914 chr2L:18195065-18196064 CG7180 (-9935) CG5783;CG7200;CG7180;CG31802;CG31788; 1 0 0 0 0 
3.88914 chr2L:18211963-18212962 CG31802 (-2226) CG7200;CG7180;CG31802;CG31788;CG42750; 1 0 0 0 0 
3.88914 chrX:2301833-2302832 CG12496 (3599) PsGEF;PsGEF;CG12496;CG32797;gt; 1 0 0 0 0 
3.88914 chr3R:4021079-4022078 CheA84a (9973) Gie;grn;CheA84a;CG7800;CG18249; 1 0 0 0 0 
3.88914 chr2L:18234098-18235097 NA (>10000) CG7180;CG31802;CG31788;CG42750;CG31787; 1 0 0 0 0 
3.88914 chrX:18464150-18465149 Bx (-3280) CG15047;Bx;Bx;CG15040;CG43289; 1 0 0 0 0 
3.88914 chr3L:11289747-11290746 CG6175 (-1360) Ir68a;scyl;CG6175;CG7573;CG6168; 1 0 0 0 0 
3.88914 chr3R:1899623-1900622 Or83c (4882) CG11459;CG15580;Or83c;Gasp;Gasp; 1 0 0 0 0 
3.88914 chr3R:24872040-24873039 CG11837 (3677) Pkc98E;Pkc98E;CG11837;CG11841;CG11842; 1 0 0 0 0 
3.88914 chr3R:4066814-4067813 Ada2b (-80) DNApol-iota;Ada2b;Ada2b;CG9636;CG18749; 1 0 0 0 0 
3.88914 chrX:18368139-18369138 CG32547 (5935) CG32551;CG32548;CG32547;CG6361;psh; 1 0 0 0 0 
3.88914 chrX:2293041-2294040 NA (>10000) PsGEF;PsGEF;CG12496;CG32797;gt; 1 0 0 0 0 
3.88914 chr3L:11205801-11206800 CG7600 (-1442) Ube3a;CG7600;CG42671;CG42671;CG42671; 1 0 0 0 0 
3.88914 chrX:18331645-18332644 CG32548 (188) CG42323;CG32548;CG6290;CG32551;CG32548; 1 0 0 0 0 
3.88914 chr2L:18320640-18321639 Fas3 (-39) CG43354;Fas3;Fas3;Acp36DE;CG34171; 1 0 0 0 0 
3.88914 chr3R:25178741-25179740 NA (>10000) Cnx99A;Cnx99A;Ptp99A;Ptp99A;Ptp99A; 1 0 0 0 0 
3.88914 chr2L:1582593-1583592 CG10869 (5062) Or22b;haf;CG10869;CG31935;CG14352; 1 0 0 0 0 
3.88914 chr2L:15152147-15153146 NA (>10000) stc;stc;CG4168;Sfp35C;CG43230; 1 0 0 0 0 
3.88914 chr3R:25176036-25177035 NA (>10000) Cnx99A;Cnx99A;Ptp99A;Ptp99A;Ptp99A; 1 0 0 0 0 
3.88914 chr3L:14116200-14117199 Sox21b (8724) Fbp1;Sox21a;Sox21b;D;nan; 1 0 0 0 0 
3.88914 chr2L:842844-843843 drongo (347) dock;drongo;drongo;drongo;drongo; 1 0 0 0 0 
3.88914 chr2L:1590091-1591090 CG10869 (-2436) Or22b;haf;CG10869;CG31935;CG14352; 1 0 0 0 0 
3.88914 chr2L:18002435-18003434 CG5693 (4744) CG5681;CG31742;CG5693;CG42659;CG42634; 1 0 0 0 0 
3.88914 chr3R:25154205-25155204 Cnx99A (-8339) Cnx99A;Cnx99A;Cnx99A;Ptp99A;Ptp99A; 1 0 0 0 0 
3.88914 chr3L:11728465-11729464 CG32087 (-2721) Bmcp;CG32088;CG32087;Gr68a;CG6024; 1 0 0 0 0 
3.88914 chr3L:11709519-11710518 CG14132 (-637) mtTFB1;crim;CG14132;Bmcp;CG32088; 1 0 0 0 0 
3.88914 chr3L:11701093-11702092 CG11658 (262) CG6053;CG11658;CG11658;CG42630;mtTFB1; 1 0 0 0 0 
3.88914 chr3R:26138368-26139367 CG34300 (-5506) hdc;CG34300;CG34300;hdc;Fer1HCH; 1 0 0 0 0 
3.88914 chr2L:11843932-11844931 CG14933 (-295) Pde1c;CG14933;CG42486;Mal-B1;Mal-B2; 1 0 0 0 0 
3.88914 chr3R:25110872-25111871 NA (>10000) SP1029;stg;CG14506;Cnx99A;Cnx99A; 1 0 0 0 0 
3.88914 chr3R:3890744-3891743 CG7918 (-5238) CG43060;CG43061;CG7918;CG7910;CG7900; 1 0 0 0 0 
3.88914 chrX:3922643-3923642 NA (>10000) CG6414;CG43284;CG43284;CG15376;CG6379; 1 0 0 0 0 
3.88914 chr3L:16263052-16264051 CG13068 (-60) CG4950;CG13068;CG34248;CG34248;CG13067; 1 0 0 0 0 
3.88914 chr3R:3903717-3904716 CG7910 (9757) CG43061;CG7918;CG7910;CG7900;puc; 1 0 0 0 0 
3.88914 chr3L:16267947-16268946 CG13066 (-1415) CG13067;CG13066;CG13065;CG13050;CG13064; 1 0 0 0 0 
3.88914 chr3L:11464539-11465538 Vha16-3 (2352) CG7551;CG6140;Vha16-3;Vha16-3;Vha16-2; 1 0 0 0 0 
3.88914 chr2L:11751115-11752114 CG42470 (2915) CG4988;Vha100-5;CG42470;CG42471;Sfp33A1; 1 0 0 0 0 
3.88914 chr2L:16808149-16809148 CG13272 (-331) Ugt36Bb;Ugt36Bc;CG13272;mdy;mdy; 1 0 0 0 0 
